"name","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Shergotty","Martian (shergottite)","5000","Fell","1865","24.550000","84.833330","(24.55, 84.83333)"
"Supuhee","H6","7235","Fell","1865","26.716670","84.216670","(26.71667, 84.21667)"
"Vernon County","H6","1500","Fell","1865","43.500000","-91.166670","(43.5, -91.16667)"
"Bear Creek","Iron, IIIAB","227000","Found","1866","39.600000","-105.300000","(39.6, -105.3)"
"Cangas de Onis","H5","34000","Fell","1866","43.383330","-5.150000","(43.38333, -5.15)"
"Dehesa","Iron, ungrouped","280","Found","1866","-33.500000","-70.500000","(-33.5, -70.5)"
"Frankfort (iron)","Iron, IIIAB","10900","Found","1866","38.200000","-84.833330","(38.2, -84.83333)"
"Jamkheir","H6","22","Fell","1866","18.750000","75.333330","(18.75, 75.33333)"
"Juncal","Iron, IIIAB","104000","Found","1866","-26.000000","-69.250000","(-26.0, -69.25)"
"Knyahinya","L/LL5","500000","Fell","1866","48.900000","22.400000","(48.9, 22.4)"
"Pokhra","H5","350","Fell","1866","26.716670","82.666670","(26.71667, 82.66667)"
"Rushville","L5","50","Found","1866","39.616670","-85.450000","(39.61667, -85.45)"
"Sone","H5","17100","Fell","1866","35.166670","135.333330","(35.16667, 135.33333)"
"St. Mesmin","LL6","8300","Fell","1866","48.450000","3.933330","(48.45, 3.93333)"
"Udipi","H5","3600","Fell","1866","13.483330","74.783330","(13.48333, 74.78333)"
"Auburn","Iron, IIG","3630","Found","1867","32.633330","-85.500000","(32.63333, -85.5)"
"Ballarat","Iron, IAB complex","15","Found","1867","-37.570830","143.825330","(-37.57083, 143.82533)"
"Cacaria","Iron, IIIAB","41400","Found","1867","24.500000","-104.800000","(24.5, -104.8)"
"Khetri","H6","100","Fell","1867","28.016670","75.816670","(28.01667, 75.81667)"
"Otomi","H","6510","Fell","1867","38.400000","140.350000","(38.4, 140.35)"
"Scottsville","Iron, IIAB","10000","Found","1867","36.766670","-86.166670","(36.76667, -86.16667)"
"Tadjera","L5","9000","Fell","1867","36.183330","5.416670","(36.18333, 5.41667)"
"Daniel's Kuil","EL6","1064","Fell","1868","-28.200000","24.566670","(-28.2, 24.56667)"
"Danville","L6","2000","Fell","1868","34.400000","-87.066670","(34.4, -87.06667)"
"Frankfort (stone)","Howardite","650","Fell","1868","34.483330","-87.833330","(34.48333, -87.83333)"
"Goalpara","Ureilite","2700","Found","1868","26.166670","90.600000","(26.16667, 90.6)"
"Lodran","Lodranite","1000","Fell","1868","29.533330","71.800000","(29.53333, 71.8)"
"Losttown","Iron, IID","3000","Found","1868","34.250000","-84.500000","(34.25, -84.5)"
"Moti-ka-nagla","H6","1500","Fell","1868","26.833330","77.333330","(26.83333, 77.33333)"
"Motta di Conti","H4","9150","Fell","1868","45.200000","8.500000","(45.2, 8.5)"
"Mount Vernon","Pallasite, PMG","159000","Found","1868","36.933330","-87.400000","(36.93333, -87.4)"
"Ornans","CO3.4","6000","Fell","1868","47.116670","6.150000","(47.11667, 6.15)"
"Pevensey","LL5","4300","Found","1868","-34.783330","144.666670","(-34.78333, 144.66667)"
"Pnompehn","L6","96","Fell","1868","11.583330","104.916670","(11.58333, 104.91667)"
"Pultusk","H5","250000","Fell","1868","52.766670","21.266670","(52.76667, 21.26667)"
"San Francisco del Mezquital","Iron, IIAB","7500","Found","1868","23.483330","-104.366670","(23.48333, -104.36667)"
"Sauguis","L6","4000","Fell","1868","43.150000","-0.850000","(43.15, -0.85)"
"Slavetic","H5","1708","Fell","1868","45.683330","15.600000","(45.68333, 15.6)"
"Angra dos Reis (stone)","Angrite","1500","Fell","1869","-22.966670","-44.316670","(-22.96667, -44.31667)"
"Caperr","Iron, IIIAB","113900","Found","1869","-45.283330","-70.483330","(-45.28333, -70.48333)"
"Hessle","H5","20000","Fell","1869","59.850000","17.666670","(59.85, 17.66667)"
"Iron Creek","Iron, IIIAB","175000","Found","1869","53.000000","-112.000000","(53.0, -112.0)"
"Kernouve","H6","80000","Fell","1869","48.116670","-3.083330","(48.11667, -3.08333)"
"Krähenberg","LL5","16500","Fell","1869","49.326940","7.464720","(49.32694, 7.46472)"
"Lumpkin","L6","340","Fell","1869","32.033330","-84.766670","(32.03333, -84.76667)"
"Salt Lake City","H5","875","Found","1869","40.916670","-111.666670","(40.91667, -111.66667)"
"Shingle Springs","Iron, ungrouped","39000","Found","1869","38.666670","-120.933330","(38.66667, -120.93333)"
"Staunton","Iron, IIIE","43500","Found","1869","38.216670","-79.050000","(38.21667, -79.05)"
"Tjabe","H6","20000","Fell","1869","-7.083330","111.533330","(-7.08333, 111.53333)"
"Yorktown (New York)","L5","250","Fell","1869","41.283330","-73.816670","(41.28333, -73.81667)"
"Cabezo de Mayo","L/LL6","25000","Fell","1870","37.983330","-1.166670","(37.98333, -1.16667)"
"Cincinnati","Iron, IIAB","1500","Found","1870","39.116670","-84.500000","(39.11667, -84.5)"
"Ibbenbüren","Diogenite","2000","Fell","1870","52.283330","7.700000","(52.28333, 7.7)"
"Ilimaes (iron)","Iron, IIIAB","51700","Found","1870","-26.000000","-70.000000","(-26.0, -70.0)"
"McKinney","L4","150000","Found","1870","33.183330","-96.716670","(33.18333, -96.71667)"
"Nedagolla","Iron, ungrouped","4500","Fell","1870","18.683330","83.483330","(18.68333, 83.48333)"
"Bandong","LL6","11500","Fell","1871","-6.916670","107.600000","(-6.91667, 107.6)"
"Cuba","Iron, IAB?","1500","Found","1871","22.000000","-80.000000","(22.0, -80.0)"
"Iquique","Iron, IVB","12500","Found","1871","-20.183330","-69.733330","(-20.18333, -69.73333)"
"Laborel","H5","3833","Fell","1871","44.283330","5.583330","(44.28333, 5.58333)"
"Oczeretna","H4","130","Found","1871","49.316670","31.516670","(49.31667, 31.51667)"
"Roda","Diogenite","400","Fell","1871","42.300000","0.550000","(42.3, 0.55)"
"Searsmont","H5","5400","Fell","1871","44.366670","-69.200000","(44.36667, -69.2)"
"Dyalpur","Ureilite","300","Fell","1872","26.250000","82.000000","(26.25, 82.0)"
"Lancé","CO3.5","51700","Fell","1872","47.700000","1.066670","(47.7, 1.06667)"
"Nenntmannsdorf","Iron, IIAB","12500","Found","1872","50.966670","13.950000","(50.96667, 13.95)"
"Orvinio","H6","3400","Fell","1872","42.133330","12.933330","(42.13333, 12.93333)"
"Tennasilm","L4","28500","Fell","1872","58.033330","26.950000","(58.03333, 26.95)"
"Aleppo","L6","3200","Fell","1873","36.233330","37.133330","(36.23333, 37.13333)"
"Chulafinnee","Iron, IIIAB","16220","Found","1873","33.500000","-85.666670","(33.5, -85.66667)"
"Duel Hill (1873)","Iron, IAB-MG","11300","Found","1873","35.850000","-82.700000","(35.85, -82.7)"
"Jhung","L5","5900","Fell","1873","31.300000","72.383330","(31.3, 72.38333)"
"Khairpur","EL6","13600","Fell","1873","29.533330","72.300000","(29.53333, 72.3)"
"Santa Barbara","L4","400","Fell","1873","-29.200000","-51.866670","(-29.2, -51.86667)"
"Ssyromolotovo","Iron, IIIAB","217000","Found","1873","58.616670","98.933330","(58.61667, 98.93333)"
"Virba","L6","3600","Fell","1873","43.533330","22.633330","(43.53333, 22.63333)"
"Waconda","L6","50000","Found","1873","39.333330","-98.166670","(39.33333, -98.16667)"
"Butler","Iron, ungrouped","41000","Found","1874","38.300000","-94.366670","(38.3, -94.36667)"
"Cachiyuyal","Iron, IIIE","2500","Found","1874","-25.000000","-69.500000","(-25.0, -69.5)"
"Castalia","H5","7300","Fell","1874","36.083330","-78.066670","(36.08333, -78.06667)"
"Coolac","Iron, IAB-MG","19280","Found","1874","-34.966670","148.125000","(-34.96667, 148.125)"
"Kerilis","H5","5000","Fell","1874","48.400000","-3.300000","(48.4, -3.3)"
"Sevrukovo","L5","101000","Fell","1874","50.616670","36.600000","(50.61667, 36.6)"
"Alexander County","Iron, IAB complex","192","Found","1875","35.750000","-81.250000","(35.75, -81.25)"
"Canyon City","Iron, IIIAB","8600","Found","1875","40.900000","-123.100000","(40.9, -123.1)"
"Feid Chair","H4","380","Fell","1875","36.883330","8.450000","(36.88333, 8.45)"
"Homestead","L5","230000","Fell","1875","41.800000","-91.866670","(41.8, -91.86667)"
"Mejillones","Iron, IIAB","14830","Found","1875","-23.100000","-70.500000","(-23.1, -70.5)"
"Mornans","H5","1300","Fell","1875","44.600000","5.133330","(44.6, 5.13333)"
"Nagaria","Eucrite-cm","20","Fell","1875","26.983330","78.216670","(26.98333, 78.21667)"
"North Chile","Iron, IIAB","300000","Found","1875","-23.000000","-69.000000","(-23.0, -69.0)"
"Serrania de Varas","Iron, IVA","1500","Found","1875","-24.550000","-69.066670","(-24.55, -69.06667)"
"Sitathali","H5","1600","Fell","1875","20.916670","82.583330","(20.91667, 82.58333)"
"Yardea","Iron, IAB-MG","3290","Found","1875","-32.450000","135.550000","(-32.45, 135.55)"
"Zsadany","H5","552","Fell","1875","46.933330","21.500000","(46.93333, 21.5)"
"Babb's Mill (Blake's Iron)","Iron, ungrouped","136000","Found","1876","36.300000","-82.883330","(36.3, -82.88333)"
"Judesegeri","H6","680","Fell","1876","12.850000","76.800000","(12.85, 76.8)"
"Mantos Blancos","Iron, IVA","10300","Found","1876","-23.450000","-70.116670","(-23.45, -70.11667)"
"Nochtuisk","Iron","8","Found","1876","59.983330","117.583330","(59.98333, 117.58333)"
"Rochester","H6","340","Fell","1876","41.083330","-86.283330","(41.08333, -86.28333)"
"Rowton","Iron, IIIAB","3500","Fell","1876","52.766670","-2.516670","(52.76667, -2.51667)"
"Ställdalen","H5","34000","Fell","1876","59.933330","14.950000","(59.93333, 14.95)"
"Vavilovka","LL6","1932","Fell","1876","46.150000","32.833330","(46.15, 32.83333)"
"Verkhne Dnieprovsk","Iron, IIE","70","Found","1876","48.633330","34.366670","(48.63333, 34.36667)"
"Bhagur","L6","18","Fell","1877","20.883330","74.833330","(20.88333, 74.83333)"
"Casey County","Iron, IAB-MG","723","Found","1877","37.250000","-85.000000","(37.25, -85.0)"
"Cronstad","H5","3650","Fell","1877","-27.700000","27.300000","(-27.7, 27.3)"
"Cynthiana","L/LL4","6000","Fell","1877","38.400000","-84.250000","(38.4, -84.25)"
"Hungen","H6","112","Fell","1877","50.300000","8.916670","(50.3, 8.91667)"
"Jodzie","Howardite","30","Fell","1877","55.700000","24.400000","(55.7, 24.4)"
"Mühlau","OC","5","Found","1877","47.283330","11.416670","(47.28333, 11.41667)"
"Soko-Banja","LL4","80000","Fell","1877","43.666670","21.866670","(43.66667, 21.86667)"
"Warrenton","CO3.7","1600","Fell","1877","38.683330","-91.150000","(38.68333, -91.15)"
"Bluff (a)","L5","153300","Found","1878","29.878610","-96.872220","(29.87861, -96.87222)"
"Dandapur","L6","5650","Fell","1878","26.916670","83.966670","(26.91667, 83.96667)"
"Haraiya","Eucrite-mmict","1000","Fell","1878","26.800000","82.533330","(26.8, 82.53333)"
"La Charca","OC","399","Fell","1878","20.666670","-101.283330","(20.66667, -101.28333)"
"Lujan","Iron","50","Found","1878","-34.666670","-59.366670","(-34.66667, -59.36667)"
"Mern","L6","4000","Fell","1878","55.050000","12.066670","(55.05, 12.06667)"
"Rakovka","L6","9000","Fell","1878","52.983330","37.033330","(52.98333, 37.03333)"
"Tieschitz","H/L3.6","28000","Fell","1878","49.600000","17.116670","(49.6, 17.11667)"
"York (iron)","Iron, IIIAB","835","Found","1878","40.750000","-97.500000","(40.75, -97.5)"
"Campo de Pucara (iron)","Iron","41","Found","1879","-27.666670","-67.116670","(-27.66667, -67.11667)"
"Dalton","Iron, IIIAB","53000","Found","1879","34.800000","-84.983330","(34.8, -84.98333)"
"Densmore (1879)","L6","37200","Found","1879","39.650000","-99.683330","(39.65, -99.68333)"
"Estherville","Mesosiderite-A3/4","320000","Fell","1879","43.416670","-94.833330","(43.41667, -94.83333)"
"Gnadenfrei","H5","1750","Fell","1879","50.666670","16.766670","(50.66667, 16.76667)"
"Itapicuru-Mirim","H5","2024","Fell","1879","-3.400000","-44.333330","(-3.4, -44.33333)"
"Kalumbi","L6","4500","Fell","1879","17.833330","73.983330","(17.83333, 73.98333)"
"La Bécasse","L6","2800","Fell","1879","47.083330","1.750000","(47.08333, 1.75)"
"Lick Creek","Iron, IIAB","1240","Found","1879","35.666670","-80.250000","(35.66667, -80.25)"
"Makarewa","L6","2300","Found","1879","-46.316670","168.400000","(-46.31667, 168.4)"
"Niagara","Iron, IAB-sLL","115","Found","1879","48.000000","-97.933330","(48.0, -97.93333)"
"Nogoya","CM2","4000","Fell","1879","-32.366670","-59.833330","(-32.36667, -59.83333)"
"Tenham","L6","160000","Fell","1879","-25.733330","142.950000","(-25.73333, 142.95)"
"Tomatlan","H6","900","Fell","1879","20.166670","-105.216670","(20.16667, -105.21667)"
"Aachen","L5","21","Fell","1880","50.775000","6.083330","(50.775, 6.08333)"
"Andhara","Stone-uncl","2700","Fell","1880","26.583330","85.566670","(26.58333, 85.56667)"
"Bingera","Iron, IIAB","10841","Found","1880","-29.883330","150.566670","(-29.88333, 150.56667)"
"Chetrinahatti","Stone-uncl","72","Fell","1880","14.500000","76.500000","(14.5, 76.5)"
"Colfax","Iron, IAB-ung","2300","Found","1880","35.300000","-81.733330","(35.3, -81.73333)"
"Eagle Station","Pallasite, PES","36000","Found","1880","38.616670","-84.966670","(38.61667, -84.96667)"
"Greenbrier County","Iron, IIIAB","5000","Found","1880","37.833330","-80.316670","(37.83333, -80.31667)"
"Ivanpah","Iron, IIIAB","58000","Found","1880","35.333330","-115.316670","(35.33333, -115.31667)"
"Lexington County","Iron, IAB-MG","4760","Found","1880","34.000000","-81.250000","(34.0, -81.25)"
"Muizenberg","L6","4610","Found","1880","-34.100000","18.466670","(-34.1, 18.46667)"
"Ratyn","Stone-uncl","910","Fell","1880","52.200000","17.983330","(52.2, 17.98333)"
"Takenouchi","H5","720","Fell","1880","35.383330","134.900000","(35.38333, 134.9)"
"Veramin","Mesosiderite-B2","54000","Fell","1880","35.333330","51.633330","(35.33333, 51.63333)"
"Wittekrantz","L5","2200","Fell","1880","-32.500000","23.000000","(-32.5, 23.0)"
"Admire","Pallasite, PMG","180000","Found","1881","38.700000","-96.100000","(38.7, -96.1)"
"Chilkoot","Iron, IIIAB","43000","Found","1881","59.333330","-136.000000","(59.33333, -136.0)"
"Costilla Peak","Iron, IIIAB","35500","Found","1881","36.833330","-105.233330","(36.83333, -105.23333)"
"Grossliebenthal","L6","8000","Fell","1881","46.350000","30.583330","(46.35, 30.58333)"
"Middlesbrough","L6","1600","Fell","1881","54.566670","-1.166670","(54.56667, -1.16667)"
"Pacula","L6","3400","Fell","1881","21.050000","-99.300000","(21.05, -99.3)"
"Piquetberg","H","37","Fell","1881","-32.866670","18.716670","(-32.86667, 18.71667)"
"Thunda","Iron, IIIAB","62100","Found","1881","-25.700000","143.050000","(-25.7, 143.05)"
"Winburg","Iron, IC-an","50000","Found","1881","-28.500000","27.000000","(-28.5, 27.0)"
"Fukutomi","L5","11620","Fell","1882","33.183330","130.200000","(33.18333, 130.2)"
"Hex River Mountains","Iron, IIAB","60000","Found","1882","-33.316670","19.616670","(-33.31667, 19.61667)"
"Linville","Iron, IAB-sHH","442","Found","1882","35.866670","-81.916670","(35.86667, -81.91667)"
"Mocs","L5-6","300000","Fell","1882","46.800000","24.033330","(46.8, 24.03333)"
"Pavlovka","Howardite","2000","Fell","1882","52.033330","43.000000","(52.03333, 43.0)"
"Pirgunje","L6","842","Fell","1882","25.800000","88.450000","(25.8, 88.45)"
"Rancho de la Pila (1882)","Iron, IIIAB","46500","Found","1882","24.116670","-104.300000","(24.11667, -104.3)"
"San Cristobal","Iron, IAB-ung","5000","Found","1882","-23.433330","-69.500000","(-23.43333, -69.5)"
"Adalia","Eucrite-mmict","1","Found","1883","36.900000","30.683330","(36.9, 30.68333)"
"Alfianello","L6","228000","Fell","1883","45.266670","10.150000","(45.26667, 10.15)"
"Enon","Iron, ungrouped","763","Found","1883","39.866670","-83.950000","(39.86667, -83.95)"
"Estacado","H6","290000","Found","1883","33.900000","-101.750000","(33.9, -101.75)"
"Grand Rapids","Iron, ungrouped","51700","Found","1883","42.966670","-85.766670","(42.96667, -85.76667)"
"Jenny's Creek","Iron, IAB-MG","12000","Found","1883","37.900000","-82.383330","(37.9, -82.38333)"
"Ngawi","LL3.6","1393","Fell","1883","-7.450000","111.416670","(-7.45, 111.41667)"
"São Julião de Moreira","Iron, IIAB","162000","Found","1883","41.766110","-8.583610","(41.76611, -8.58361)"
"Silverton (New South Wales)","L6","350.7","Found","1883","-31.883330","141.200000","(-31.88333, 141.2)"
"St. Caprais-de-Quinsac","L6","360","Fell","1883","44.750000","0.050000","(44.75, 0.05)"
"Chañaral","Iron, IIIAB","1207","Found","1884","-26.500000","-70.250000","(-26.5, -70.25)"
"Corrizatillo","Iron, IAB complex","1328","Found","1884","-26.033330","-70.333330","(-26.03333, -70.33333)"
"Djati-Pengilon","H6","166000","Fell","1884","-7.500000","111.500000","(-7.5, 111.5)"
"Glorieta Mountain","Pallasite, PMG-an","148000","Found","1884","35.600000","-105.800000","(35.6, -105.8)"
"Hammond","Iron, ungrouped","24000","Found","1884","44.916670","-92.433330","(44.91667, -92.43333)"
"Joe Wright Mountain","Iron, IIIAB","42600","Found","1884","35.766670","-91.500000","(35.76667, -91.5)"
"Kokstad","Iron, IIIE","341000","Found","1884","-30.550000","29.416670","(-30.55, 29.41667)"
"Merceditas","Iron, IIIAB","42900","Found","1884","-26.333330","-70.283330","(-26.33333, -70.28333)"
"Pirthalla","H6","1161","Fell","1884","29.583330","76.000000","(29.58333, 76.0)"
"Tysnes Island","H4","19860","Fell","1884","60.000000","5.616670","(60.0, 5.61667)"
"Chandpur","L6","1100","Fell","1885","27.283330","79.050000","(27.28333, 79.05)"
"Jamestown","Iron, IVA","4000","Found","1885","46.616670","-98.500000","(46.61667, -98.5)"
"Lucky Hill","Iron, IIIAB","20500","Found","1885","17.900000","-77.633330","(17.9, -77.63333)"
"Mazapil","Iron, IAB-sLL","4000","Fell","1885","24.683330","-101.683330","(24.68333, -101.68333)"
"Pavlodar (pallasite)","Pallasite, PMG-an","4500","Found","1885","51.166670","77.333330","(51.16667, 77.33333)"
"Puquios","Iron, IID","6580","Found","1885","-27.150000","-69.916670","(-27.15, -69.91667)"
"Tanokami Mountain","Iron, IIIE","174000","Found","1885","34.916670","135.966670","(34.91667, 135.96667)"
"Assisi","H5","2000","Fell","1886","43.033330","12.550000","(43.03333, 12.55)"
"Barntrup","LL4","17","Fell","1886","52.000000","9.100000","(52.0, 9.1)"
"Bradford Woods","L","762","Fell","1886","40.500000","-80.083330","(40.5, -80.08333)"
"Cabin Creek","Iron, IIIAB","48500","Fell","1886","35.500000","-93.500000","(35.5, -93.5)"
"Kulnine","L6","55300","Found","1886","-34.150000","141.783330","(-34.15, 141.78333)"
"Kyushu","L6","45000","Fell","1886","32.033330","130.633330","(32.03333, 130.63333)"
"Nammianthal","H5","4500","Fell","1886","12.283330","79.200000","(12.28333, 79.2)"
"Novo-Urei","Ureilite","1900","Fell","1886","54.816670","46.000000","(54.81667, 46.0)"
"Rafrüti","Iron, ungrouped","18200","Found","1886","47.000000","7.833330","(47.0, 7.83333)"
"Tonganoxie","Iron, IIIAB","11800","Found","1886","39.083330","-95.116670","(39.08333, -95.11667)"
"Algoma","Iron, IAB-sHL","4100","Found","1887","44.650000","-87.466670","(44.65, -87.46667)"
"Bielokrynitschie","H4","1900","Fell","1887","50.133330","27.166670","(50.13333, 27.16667)"
"Carlton","Iron, IAB-sLM","81200","Found","1887","31.916670","-98.033330","(31.91667, -98.03333)"
"Crab Orchard","Mesosiderite-A1","48500","Found","1887","35.833330","-84.916670","(35.83333, -84.91667)"
